X	F
0.046481	6.438755
0.047131	6.489023
0.047789	6.539219
0.048457	6.588181
0.049134	6.635619
0.049821	6.693356
0.050517	6.742083
0.051223	6.785949
0.051938	6.836946
0.052664	6.884740
0.053400	6.938528
0.054146	6.992295
0.054903	7.041060
0.055670	7.095565
0.056448	7.142130
0.057237	7.198492
0.058037	7.246335
0.058848	7.301025
0.059670	7.351792
0.060504	7.406477
0.061349	7.453482
0.062206	7.510283
0.063076	7.564968
0.063957	7.615370
0.064851	7.669426
0.065757	7.722901
0.066676	7.778091
0.067607	7.834710
0.068552	7.888521
0.069510	7.944103
0.070481	7.998034
0.071466	8.052473
0.072465	8.107891
0.073477	8.164220
0.074504	8.219669
0.075545	8.272092
0.076601	8.327900
0.077671	8.388449
0.078757	8.443748
0.079857	8.503162
0.080973	8.557803
0.082105	8.613937
0.083252	8.676481
0.084415	8.734949
0.085595	8.789367
0.086791	8.848713
0.088004	8.911441
0.089233	8.969734
0.090480	9.024027
0.091745	9.086220
0.093027	9.144386
0.094326	9.206808
0.095645	9.267224
0.096981	9.331858
0.098336	9.390825
0.099710	9.453544
0.101104	9.512644
0.102516	9.577703
0.103949	9.639448
0.105401	9.703747
0.106874	9.763377
0.108368	9.827524
0.109882	9.888875
0.111417	9.952901
0.112974	10.017242
0.114553	10.083283
0.116154	10.147209
0.117777	10.213111
0.119422	10.276829
0.121091	10.342741
0.122783	10.406596
0.124499	10.476026
0.126239	10.541131
0.128003	10.606340
0.129791	10.676276
0.131605	10.744445
0.133444	10.809231
0.135309	10.878021
0.137199	10.947127
0.139117	11.014851
0.141061	11.086581
0.143032	11.153736
0.145030	11.224503
0.147057	11.291844
0.149112	11.366273
0.151195	11.436455
0.153308	11.506257
0.155450	11.575508
0.157623	11.649145
0.159825	11.721338
0.162059	11.794384
0.164323	11.870662
0.166619	11.942532
0.168948	12.014395
0.171308	12.089728
0.173702	12.165719
0.176129	12.238308
0.178590	12.316018
0.181086	12.391951
0.183616	12.468824
0.186182	12.543019
0.188784	12.619570
0.191422	12.698715
0.194097	12.776468
0.196809	12.852700
0.199559	12.933230
0.202348	13.010668
0.205175	13.090555
0.208042	13.170145
0.210949	13.251037
0.213897	13.330654
0.216886	13.411760
0.219916	13.495568
0.222989	13.576119
0.226105	13.659121
0.229265	13.741512
0.232469	13.825714
0.235717	13.910273
0.239011	13.993244
0.242351	14.076710
0.245737	14.163604
0.249171	14.247487
0.252653	14.334658
0.256183	14.420043
0.259763	14.507411
0.263393	14.594588
0.267073	14.683520
0.270805	14.772013
0.274589	14.861501
0.278426	14.951407
0.282317	15.041405
0.286262	15.130869
0.290262	15.221765
0.294318	15.313973
0.298431	15.407794
0.302601	15.499793
0.306829	15.593681
0.311117	15.687670
0.315464	15.780715
0.319872	15.876052
0.324342	15.971323
0.328874	16.067616
0.333470	16.163587
0.338130	16.260073
0.342854	16.358797
0.347645	16.456917
0.352503	16.556273
0.357429	16.654250
0.362423	16.755842
0.367488	16.854862
0.372623	16.956094
0.377830	17.057428
0.383109	17.161006
0.388463	17.263511
0.393891	17.365839
0.399395	17.471084
0.404976	17.574701
0.410635	17.681847
0.416373	17.787882
0.422191	17.893934
0.428091	18.001051
0.434073	18.107570
0.440138	18.217558
0.446288	18.326416
0.452525	18.435600
0.458848	18.545982
0.465260	18.658332
0.471761	18.769345
0.478353	18.880983
0.485038	18.993409
0.491815	19.107593
0.498688	19.221460
0.505656	19.336641
0.512722	19.452302
0.519887	19.568192
0.527151	19.684405
0.534517	19.801882
0.541986	19.919946
0.549560	20.039828
0.557239	20.158651
0.565026	20.278019
0.572921	20.399775
0.580927	20.521699
0.589045	20.644050
0.597276	20.766170
0.605622	20.890027
0.614084	21.014008
0.622665	21.140019
0.631366	21.266330
0.640189	21.391914
0.649134	21.520035
0.658205	21.647713
0.667402	21.775730
0.676728	21.905298
0.686185	22.035244
0.695773	22.166207
0.705496	22.297249
0.715354	22.428976
0.725350	22.562463
0.735486	22.695817
0.745763	22.829631
0.756184	22.965075
0.766751	23.101214
0.777465	23.238668
0.788329	23.375444
0.799344	23.513335
0.810514	23.652901
0.821840	23.792141
0.833324	23.932319
0.844968	24.073305
0.856776	24.215273
0.868748	24.357871
0.880887	24.500732
0.893196	24.644779
0.905678	24.789463
0.918333	24.934564
0.931165	25.081436
0.944177	25.228305
0.957371	25.375985
0.970749	25.523927
0.984313	25.672901
0.998068	25.823405
1.012014	25.973288
1.026156	26.125350
1.040495	26.277585
1.055034	26.430795
1.069777	26.584366
1.084725	26.739332
1.099883	26.893598
1.115252	27.049168
1.130836	27.206164
1.146638	27.363632
1.162660	27.521823
1.178907	27.679946
1.195380	27.839284
1.212084	27.999670
1.229021	28.160574
1.246195	28.322680
1.263609	28.484334
1.281266	28.647712
1.299170	28.811066
1.317324	28.976844
1.335731	29.141922
1.354396	29.307830
1.373322	29.475088
1.392512	29.642728
1.411971	29.810094
1.431701	29.979219
1.451707	30.148992
1.471992	30.319848
1.492561	30.491354
1.513418	30.662665
1.534565	30.835548
1.556009	31.008133
1.577752	31.182142
1.599799	31.357071
1.622153	31.532944
1.644821	31.709149
1.667805	31.885627
1.691110	32.063227
1.714741	32.241416
1.738702	32.420510
1.762997	32.600144
1.787633	32.780652
1.812612	32.962035
1.837941	33.143487
1.863624	33.326347
1.889665	33.509256
1.916070	33.692901
1.942845	33.877837
1.969993	34.063108
1.997521	34.248743
2.025433	34.435041
2.053736	34.622780
2.082434	34.810196
2.111533	34.998811
2.141038	35.188470
2.170956	35.378407
2.201292	35.568958
2.232052	35.760505
2.263242	35.952903
2.294867	36.145577
2.326935	36.338853
2.359450	36.532649
2.392420	36.727942
2.425851	36.923907
2.459749	37.120060
2.494120	37.316982
2.528972	37.515079
2.564310	37.713367
2.600143	37.912781
2.636476	38.112056
2.673317	38.312553
2.710673	38.514559
2.748551	38.716469
2.786958	38.919511
2.825901	39.123014
2.865389	39.327247
2.905429	39.531967
2.946028	39.738235
2.987194	39.944573
3.028936	40.151665
3.071261	40.359493
3.114178	40.568322
3.157694	40.778175
3.201818	40.988334
3.246559	41.199605
3.291925	41.411333
3.337924	41.623737
3.384567	41.836925
3.431861	42.050857
3.479817	42.265863
3.528442	42.481521
3.577747	42.697445
3.627741	42.914507
3.678433	43.132512
3.729834	43.351453
3.781953	43.570394
3.834800	43.790570
3.888386	44.011686
3.942721	44.232978
3.997815	44.455827
4.053678	44.678689
4.110322	44.903095
4.167758	45.128452
4.225997	45.354155
4.285049	45.580970
4.344926	45.808281
4.405640	46.036696
4.467203	46.266067
4.529625	46.495963
4.592920	46.726956
4.657100	46.958021
4.722176	47.190327
4.788161	47.424095
4.855069	47.658217
4.922912	47.893273
4.991702	48.129173
5.061454	48.366276
5.132180	48.604306
5.203895	48.843142
5.276612	49.082497
5.350345	49.323382
5.425108	49.564585
5.500917	49.806631
5.577784	50.049581
5.655725	50.293867
5.734756	50.539100
5.814891	50.785302
5.896145	51.032106
5.978536	51.279965
6.062077	51.528239
6.146786	51.778023
6.232678	52.028130
6.319771	52.279679
6.408080	52.532043
6.497624	52.785202
6.588419	53.039283
6.680482	53.294593
6.773832	53.550819
6.868487	53.807654
6.964464	54.065319
7.061782	54.324230
7.160461	54.583730
7.260518	54.844782
7.361973	55.106045
7.464846	55.368640
7.569156	55.631785
7.674924	55.896162
7.782170	56.160953
7.890915	56.426933
8.001179	56.693908
8.112984	56.962196
8.226351	57.230855
8.341302	57.500261
8.457860	57.771235
8.576046	58.042834
8.695884	58.315587
8.817396	58.588788
8.940607	58.862731
9.065539	59.137498
9.192216	59.413375
9.320664	59.690383
9.450907	59.967002
9.582970	60.244874
9.716878	60.524057
9.852657	60.804328
9.990334	61.085231
10.129934	61.366523
10.271485	61.648530
10.415014	61.931470
10.560549	62.215366
10.708117	62.499582
10.857748	62.785180
11.009469	63.071182
11.163311	63.358526
11.319302	63.646011
11.477472	63.934900
11.637854	64.224084
11.800476	64.513922
11.965370	64.804460
12.132569	65.095021
12.302104	65.386548
12.474008	65.678502
12.648314	65.971679
12.825056	66.265151
13.004268	66.559875
13.185983	66.854472
13.370238	67.149269
13.557068	67.444682
13.746508	67.740993
13.938596	68.037904
14.133368	68.335323
14.330861	68.633072
14.531114	68.931375
14.734165	69.230175
14.940054	69.530008
15.148819	69.829890
15.360502	70.130054
15.575143	70.430725
15.792783	70.731683
16.013464	71.033437
16.237229	71.335098
16.464121	71.637570
16.694183	71.939648
16.927460	72.242302
17.163997	72.545216
17.403839	72.848798
17.647032	73.152336
17.893624	73.456480
18.143662	73.760343
18.397193	74.064823
18.654267	74.369518
18.914933	74.674077
19.179242	74.979277
19.447244	75.284351
19.718991	75.589636
19.994536	75.895060
20.273930	76.200955
20.557229	76.506130
20.844487	76.811280
21.135758	77.116036
21.431100	77.421769
21.730568	77.727177
22.034221	78.032648
22.342118	78.337969
22.654316	78.642965
22.970878	78.947695
23.291862	79.252382
23.617332	79.557081
23.947350	79.861595
24.281980	80.165547
24.621285	80.469296
24.965332	80.772817
25.314186	81.076043
25.667915	81.378526
26.026587	81.680786
26.390271	81.982166
26.759037	82.283616
27.132956	82.584395
27.512099	82.885219
27.896541	83.184961
28.286355	83.483925
28.681616	83.782032
29.082400	84.079622
29.488784	84.376616
29.900847	84.672955
30.318668	84.968099
30.742327	85.262605
31.171907	85.555568
31.607489	85.848358
32.049158	86.140242
32.496998	86.431037
32.951097	86.720222
33.411541	87.008178
33.878419	87.294951
34.351820	87.580740
34.831837	87.864834
35.318562	88.147832
35.812087	88.429465
36.312509	88.709628
36.819924	88.988345
37.334429	89.265378
37.856124	89.540470
38.385108	89.813567
38.921484	90.085071
39.465356	90.355185
40.016827	90.623385
40.576004	90.888528
41.142995	91.151536
41.717909	91.412343
42.300856	91.671234
42.891949	91.927835
43.491302	92.181792
44.099030	92.432903
44.715250	92.681076
45.340081	92.927138
45.973642	93.170332
46.616057	93.409678
47.267449	93.645850
47.927943	93.879042
48.597667	94.109147
49.276749	94.336022
49.965320	94.559413
50.663513	94.778688
51.371462	94.993892
52.089304	95.205937
52.817176	95.414298
53.555220	95.618010
54.303576	95.817971
55.062390	96.013715
55.831807	96.205296
56.611976	96.392847
57.403046	96.575437
58.205170	96.754125
59.018503	96.927679
59.843201	97.097318
60	97.261459
