X	F
0.046481	3.635952
0.047131	3.699431
0.047789	3.763221
0.048457	3.825768
0.049134	3.886522
0.049821	3.961124
0.050517	4.024673
0.051223	4.082013
0.051938	4.148981
0.052664	4.212660
0.053400	4.284002
0.054146	4.355554
0.054903	4.421119
0.055670	4.495077
0.056448	4.558241
0.057237	4.635469
0.058037	4.700712
0.058848	4.776018
0.059670	4.846450
0.060504	4.922750
0.061349	4.988219
0.062206	5.067880
0.063076	5.144681
0.063957	5.216225
0.064851	5.292953
0.065757	5.368804
0.066676	5.447686
0.067607	5.528376
0.068552	5.605536
0.069510	5.685403
0.070481	5.762899
0.071466	5.841815
0.072465	5.922269
0.073477	6.004056
0.074504	6.085155
0.075545	6.161942
0.076601	6.244336
0.077671	6.334132
0.078757	6.415831
0.079857	6.503424
0.080973	6.584250
0.082105	6.667807
0.083252	6.761005
0.084415	6.848549
0.085595	6.929745
0.086791	7.018852
0.088004	7.113205
0.089233	7.200398
0.090480	7.282146
0.091745	7.375802
0.093027	7.462955
0.094326	7.557072
0.095645	7.648189
0.096981	7.745840
0.098336	7.834688
0.099710	7.930173
0.101104	8.019664
0.102516	8.118142
0.103949	8.211685
0.105401	8.309221
0.106874	8.399673
0.108368	8.496551
0.109882	8.589320
0.111417	8.686518
0.112974	8.784369
0.114553	8.884218
0.116154	8.980418
0.117777	9.079891
0.119422	9.176042
0.121091	9.275483
0.122783	9.371341
0.124499	9.475830
0.126239	9.574269
0.128003	9.672094
0.129791	9.777741
0.131605	9.879914
0.133444	9.976920
0.135309	10.080229
0.137199	10.184033
0.139117	10.285434
0.141061	10.392478
0.143032	10.492789
0.145030	10.597878
0.147057	10.698052
0.149112	10.808143
0.151195	10.912152
0.153308	11.015374
0.155450	11.117456
0.157623	11.225426
0.159825	11.331774
0.162059	11.438538
0.164323	11.550582
0.166619	11.655608
0.168948	11.759901
0.171308	11.869930
0.173702	11.980144
0.176129	12.085074
0.178590	12.197244
0.181086	12.305721
0.183616	12.416312
0.186182	12.522353
0.188784	12.632171
0.191422	12.744929
0.194097	12.855465
0.196809	12.963111
0.199559	13.076467
0.202348	13.186219
0.205175	13.298105
0.208042	13.409223
0.210949	13.522700
0.213897	13.633590
0.216886	13.746586
0.219916	13.862825
0.222989	13.974246
0.226105	14.088252
0.229265	14.201164
0.232469	14.316020
0.235717	14.431382
0.239011	14.544499
0.242351	14.657581
0.245737	14.774791
0.249171	14.888801
0.252653	15.006604
0.256183	15.120837
0.259763	15.237462
0.263393	15.353421
0.267073	15.471057
0.270805	15.588057
0.274589	15.705751
0.278426	15.823791
0.282317	15.941956
0.286262	16.058825
0.290262	16.177422
0.294318	16.296030
0.298431	16.416894
0.302601	16.534956
0.306829	16.655223
0.311117	16.774965
0.315464	16.893205
0.319872	17.014320
0.324342	17.134717
0.328874	17.255695
0.333470	17.375394
0.338130	17.495795
0.342854	17.618550
0.347645	17.739809
0.352503	17.862750
0.357429	17.983897
0.362423	18.108677
0.367488	18.229418
0.372623	18.352936
0.377830	18.475955
0.383109	18.601325
0.388463	18.724560
0.393891	18.847472
0.399395	18.973459
0.404976	19.097345
0.410635	19.224614
0.416373	19.350370
0.422191	19.475922
0.428091	19.602236
0.434073	19.726920
0.440138	19.855356
0.446288	19.982094
0.452525	20.109268
0.458848	20.237002
0.465260	20.366492
0.471761	20.493898
0.478353	20.622311
0.485038	20.751369
0.491815	20.881523
0.498688	21.011120
0.505656	21.141578
0.512722	21.272107
0.519887	21.402611
0.527151	21.534001
0.534517	21.665458
0.541986	21.797282
0.549560	21.930663
0.557239	22.062448
0.565026	22.194774
0.572921	22.329097
0.580927	22.463081
0.589045	22.596821
0.597276	22.730827
0.605622	22.866300
0.614084	23.001285
0.622665	23.138317
0.631366	23.275636
0.640189	23.411584
0.649134	23.549989
0.658205	23.687438
0.667402	23.825440
0.676728	23.963862
0.686185	24.102635
0.695773	24.241866
0.705496	24.381796
0.715354	24.521077
0.725350	24.662850
0.735486	24.804085
0.745763	24.945622
0.756184	25.087207
0.766751	25.229470
0.777465	25.373124
0.788329	25.516337
0.799344	25.660345
0.810514	25.805254
0.821840	25.949747
0.833324	26.095380
0.844968	26.241324
0.856776	26.388157
0.868748	26.535500
0.880887	26.682189
0.893196	26.830121
0.905678	26.978479
0.918333	27.127169
0.931165	27.277078
0.944177	27.426384
0.957371	27.576892
0.970749	27.727548
0.984313	27.878947
0.998068	28.031518
1.012014	28.183529
1.026156	28.337363
1.040495	28.491297
1.055034	28.645157
1.069777	28.800503
1.084725	28.956630
1.099883	29.111893
1.115252	29.267660
1.130836	29.425107
1.146638	29.582679
1.162660	29.740862
1.178907	29.898873
1.195380	30.058294
1.212084	30.218415
1.229021	30.379026
1.246195	30.539663
1.263609	30.699945
1.281266	30.862487
1.299170	31.025068
1.317324	31.189031
1.335731	31.352262
1.354396	31.516413
1.373322	31.681047
1.392512	31.846496
1.411971	32.011553
1.431701	32.178217
1.451707	32.345206
1.471992	32.513395
1.492561	32.682016
1.513418	32.850448
1.534565	33.019682
1.556009	33.188637
1.577752	33.358745
1.599799	33.529760
1.622153	33.701540
1.644821	33.873072
1.667805	34.045257
1.691110	34.217915
1.714741	34.391516
1.738702	34.565331
1.762997	34.739579
1.787633	34.914837
1.812612	35.090174
1.837941	35.265479
1.863624	35.441893
1.889665	35.618856
1.916070	35.796633
1.942845	35.974727
1.969993	36.153371
1.997521	36.332472
2.025433	36.511129
2.053736	36.691106
2.082434	36.871036
2.111533	37.051488
2.141038	37.233923
2.170956	37.415653
2.201292	37.598242
2.232052	37.781361
2.263242	37.965700
2.294867	38.149837
2.326935	38.333849
2.359450	38.517899
2.392420	38.703609
2.425851	38.889759
2.459749	39.076694
2.494120	39.263754
2.528972	39.451385
2.564310	39.638838
2.600143	39.827661
2.636476	40.016114
2.673317	40.205205
2.710673	40.396097
2.748551	40.586504
2.786958	40.778031
2.825901	40.968904
2.865389	41.161160
2.905429	41.353678
2.946028	41.546487
2.987194	41.739254
3.028936	41.933518
3.071261	42.127680
3.114178	42.322994
3.157694	42.518973
3.201818	42.715523
3.246559	42.912296
3.291925	43.108600
3.337924	43.305307
3.384567	43.503482
3.431861	43.701878
3.479817	43.900518
3.528442	44.099985
3.577747	44.299483
3.627741	44.500499
3.678433	44.701454
3.729834	44.903127
3.781953	45.104741
3.834800	45.306992
3.888386	45.509419
3.942721	45.712178
3.997815	45.915967
4.053678	46.120046
4.110322	46.324755
4.167758	46.530240
4.225997	46.735765
4.285049	46.942718
4.344926	47.149071
4.405640	47.356363
4.467203	47.564743
4.529625	47.773509
4.592920	47.983104
4.657100	48.192437
4.722176	48.402005
4.788161	48.612790
4.855069	48.823921
4.922912	49.035706
4.991702	49.247848
5.061454	49.460362
5.132180	49.673842
5.203895	49.887352
5.276612	50.102437
5.350345	50.317013
5.425108	50.533045
5.500917	50.748572
5.577784	50.965529
5.655725	51.182430
5.734756	51.400110
5.814891	51.618158
5.896145	51.836988
5.978536	52.056831
6.062077	52.276424
6.146786	52.497835
6.232678	52.719661
6.319771	52.941660
6.408080	53.164727
6.497624	53.388140
6.588419	53.611518
6.680482	53.836251
6.773832	54.062136
6.868487	54.288426
6.964464	54.514986
7.061782	54.742201
7.160461	54.970393
7.260518	55.199083
7.361973	55.428598
7.464846	55.659462
7.569156	55.890241
7.674924	56.122148
7.782170	56.353796
7.890915	56.586575
8.001179	56.820665
8.112984	57.055575
8.226351	57.291191
8.341302	57.526700
8.457860	57.763809
8.576046	58.001309
8.695884	58.238978
8.817396	58.478306
8.940607	58.717899
9.065539	58.958620
9.192216	59.200467
9.320664	59.442406
9.450907	59.685019
9.582970	59.928674
9.716878	60.173015
9.852657	60.418682
9.990334	60.664143
10.129934	60.910607
10.271485	61.157966
10.415014	61.406362
10.560549	61.656006
10.708117	61.905547
10.857748	62.156713
11.009469	62.407686
11.163311	62.660311
11.319302	62.912862
11.477472	63.167037
11.637854	63.422025
11.800476	63.677620
11.965370	63.934563
12.132569	64.190934
12.302104	64.448690
12.474008	64.707337
12.648314	64.966887
12.825056	65.227147
13.004268	65.489683
13.185983	65.751787
13.370238	66.014368
13.557068	66.279348
13.746508	66.544195
13.938596	66.810051
14.133368	67.076172
14.330861	67.343434
14.531114	67.611567
14.734165	67.880528
14.940054	68.151110
15.148819	68.421617
15.360502	68.692657
15.575143	68.964867
15.792783	69.237847
16.013464	69.512861
16.237229	69.787269
16.464121	70.062284
16.694183	70.338255
16.927460	70.615273
17.163997	70.892743
17.403839	71.170675
17.647032	71.449573
17.893624	71.729005
18.143662	72.009050
18.397193	72.290500
18.654267	72.572960
18.914933	72.856595
19.179242	73.139932
19.447244	73.424609
19.718991	73.710836
19.994536	73.997003
20.273930	74.283854
20.557229	74.571236
20.844487	74.859098
21.135758	75.148260
21.431100	75.438112
21.730568	75.728801
22.034221	76.020177
22.342118	76.312111
22.654316	76.604090
22.970878	76.896966
23.291862	77.190123
23.617332	77.484010
23.947350	77.778682
24.281980	78.073944
24.621285	78.370334
24.965332	78.665715
25.314186	78.962026
25.667915	79.258614
26.026587	79.555782
26.390271	79.854286
26.759037	80.152474
27.132956	80.451074
27.512099	80.750881
27.896541	81.050265
28.286355	81.349707
28.681616	81.649535
29.082400	81.949776
29.488784	82.250359
29.900847	82.551222
30.318668	82.852088
30.742327	83.153292
31.171907	83.454333
31.607489	83.755416
32.049158	84.056725
32.496998	84.357739
32.951097	84.658412
33.411541	84.959431
33.878419	85.259607
34.351820	85.559417
34.831837	85.859423
35.318562	86.158651
35.812087	86.457610
36.312509	86.755122
36.819924	87.052766
37.334429	87.349900
37.856124	87.646058
38.385108	87.941674
38.921484	88.236546
39.465356	88.529661
40.016827	88.822079
40.576004	89.112904
41.142995	89.402198
41.717909	89.690278
42.300856	89.977076
42.891949	90.262421
43.491302	90.546572
44.099030	90.828262
44.715250	91.108486
45.340081	91.386784
45.973642	91.662064
46.616057	91.935269
47.267449	92.205446
47.927943	92.473116
48.597667	92.738563
49.276749	93.000956
49.965320	93.260821
50.663513	93.516526
51.371462	93.769619
52.089304	94.018816
52.817176	94.263567
53.555220	94.504812
54.303576	94.742592
55.062390	94.976075
55.831807	95.205172
56.611976	95.429976
57.403046	95.650193
58.205170	95.865485
59.018503	96.075772
59.843201	96.282775
60	96.483568
